# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin721.fa	taxid assigned	based on 3047/3100 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin722.fa	taxid assigned	based on 2752/2822 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin723.fa	taxid assigned	based on 3184/3224 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;1.00;1.00;0.98;0.97;0.93;0.93;0.78;0.71	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin724.fa	taxid assigned	based on 2263/2313 ORFs	1;131567;2;1783272;1239;186801;186802;31979;189971;2292274	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.64;0.62;0.61	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridiaceae bacterium OM08-6BH
Bin725.fa	taxid assigned	based on 1969/2097 ORFs	1;131567;2;1783272	1.00;1.00;0.99;0.97	Bacteria	no support	no support	no support	no support	no support	no support
Bin726.fa	taxid assigned	based on 2456/2484 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.81;0.80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin727.fa	taxid assigned	based on 2786/2806 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin728.fa	taxid assigned	based on 2012/2045 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;1.00;0.99;0.99;0.97;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin729.fa	taxid assigned	based on 1971/2016 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.84	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin73.fa	taxid assigned	based on 3028/3265 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;2614128	1.00;1.00;1.00;0.99;0.99;0.98;0.97;0.87;0.87;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin730.fa	taxid assigned	based on 2601/2618 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin731.fa	taxid assigned	based on 2933/2962 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.95;0.95;0.86;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin732.fa	taxid assigned	based on 1879/1909 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.97;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin733.fa	taxid assigned	based on 2375/2410 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin734.fa	taxid assigned	based on 2583/2609 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin735.fa	taxid assigned	based on 2875/2918 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.85;0.31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin736.fa	taxid assigned	based on 1881/1900 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.92;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin737.fa	taxid assigned	based on 1949/1988 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.98;0.97;0.95;0.95;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin738.fa	taxid assigned	based on 2684/2714 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin739.fa	taxid assigned	based on 4564/4602 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.83;0.83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin74.fa	taxid assigned	based on 3080/3170 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin740.fa	taxid assigned	based on 3511/3532 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.90;0.90;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin741.fa	taxid assigned	based on 2394/2493 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.99;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin742.fa	taxid assigned	based on 3075/3159 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.97;0.97;0.91;0.91;0.66	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin743.fa	taxid assigned	based on 3015/3047 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.96;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin744.fa	taxid assigned	based on 2911/2983 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin745.fa	taxid assigned	based on 2528/2566 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78;0.78	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin746.fa	taxid assigned	based on 2855/2885 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin747.fa	taxid assigned	based on 4460/4478 ORFs	1;131567;2	1.00;0.96;0.96	Bacteria	no support	no support	no support	no support	no support	no support
Bin748.fa	taxid assigned	based on 2655/2717 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.58;0.58	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin749.fa	taxid assigned	based on 1977/2000 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;29465;1502943	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.97;0.96;0.43	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
Bin75.fa	taxid assigned	based on 1129/1133 ORFs	1;131567;2	1.00;0.88;0.71	Bacteria	no support	no support	no support	no support	no support	no support
Bin750.fa	taxid assigned	based on 2268/2276 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.84;0.84;0.84;0.84;0.84;0.75;0.75	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin751.fa	taxid assigned	based on 3999/4011 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81;0.76;0.76	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin752.fa	taxid assigned	based on 2355/2403 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.94;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin753.fa	taxid assigned	based on 1983/2015 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.93;0.91;0.54;0.53;0.49;0.49	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin754.fa	taxid assigned	based on 2777/2801 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.89;0.33	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin755.fa	taxid assigned	based on 4206/4206 ORFs	1;131567;2	1.00;0.92;0.78	Bacteria	no support	no support	no support	no support	no support	no support
Bin756.fa	taxid assigned	based on 2724/2766 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;2614128	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.90;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin757.fa	taxid assigned	based on 3745/3786 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.93;0.92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin758.fa	taxid assigned	based on 6016/6049 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.97;0.97;0.42;0.42;0.42;0.41;0.41	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin759.fa	taxid assigned	based on 2834/2936 ORFs	1;131567;2;1783272;1239;47928;1262989	1.00;1.00;1.00;0.95;0.95;0.67;0.67	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:94
Bin76.fa	taxid assigned	based on 2418/2444 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin760.fa	taxid assigned	based on 2089/2139 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;904	1.00;1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.98	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	no support
Bin761.fa	taxid assigned	based on 2725/2809 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin762.fa	taxid assigned	based on 2279/2314 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.58;0.58	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin763.fa	taxid assigned	based on 2349/2428 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.92;0.91;0.35;0.34	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin764.fa	taxid assigned	based on 2249/2267 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;0.98;0.98;0.80;0.79;0.75;0.75;0.75;0.75	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin765.fa	taxid assigned	based on 2776/2871 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.97;0.97;0.95;0.94;0.77	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin766.fa	taxid assigned	based on 2716/2782 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.94;0.93;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin767.fa	taxid assigned	based on 2630/2787 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.69;0.69;0.33	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin768.fa	taxid assigned	based on 2011/2089 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.97;0.96;0.96;0.94	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin769.fa	taxid assigned	based on 2337/2366 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.80;0.36;0.36	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no support	no support	no support
Bin77.fa	taxid assigned	based on 5221/5292 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.95;0.95;0.92;0.92;0.59	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin770.fa	taxid assigned	based on 1881/1907 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.98;0.94;0.91;0.91;0.85;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin771.fa	taxid assigned	based on 2286/2313 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79;0.79	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin772.fa	taxid assigned	based on 2908/2965 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin773.fa	taxid assigned	based on 2399/2454 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin774.fa	taxid assigned	based on 2648/2680 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin775.fa	taxid assigned	based on 3983/4012 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.98;0.98;0.75;0.75;0.75;0.72;0.72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin776.fa	taxid assigned	based on 2936/2956 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;0.99;0.96;0.96;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin777.fa	taxid assigned	based on 2184/2204 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin778.fa	taxid assigned	based on 4257/4290 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.86;0.86;0.86;0.86;0.86;0.80;0.80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin779.fa	taxid assigned	based on 2568/2617 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.98;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin78.fa	taxid assigned	based on 1300/1345 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262789	1.00;1.00;1.00;0.98;0.97;0.97;0.97;0.90;0.90;0.87;0.85	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:273
Bin780.fa	taxid assigned	based on 4359/4383 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.88;0.87	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin781.fa	taxid assigned	based on 2265/2293 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.99;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin782.fa	taxid assigned	based on 2342/2369 ORFs	1;131567;2;1783272;1239;186801;186802;186803;2316020;46228	1.00;1.00;1.00;0.99;0.99;0.94;0.94;0.81;0.75;0.75	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris
Bin783.fa	taxid assigned	based on 2212/2244 ORFs	1;131567;2;1783272;1239;186801;186802;538999;2717089;2086584*	1.00;1.00;1.00;0.99;0.98;0.96;0.96;0.78;0.78;0.78	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	Massilistercora	Massilistercora timonensis*
Bin784.fa	taxid assigned	based on 3182/3206 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin785.fa	taxid assigned	based on 1762/1793 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin786.fa	taxid assigned	based on 1914/1943 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin787.fa	taxid assigned	based on 1873/1963 ORFs	1;131567;2;1783272;1239;186801;189325;2721125;2721157*	1.00;1.00;1.00;0.99;0.99;0.99;0.83;0.83;0.83	Bacteria	Firmicutes	Clostridia	NA	NA	Candidatus Woodwardibium	Candidatus Woodwardibium gallinarum*
Bin788.fa	taxid assigned	based on 3582/3696 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.98;0.98;0.78;0.78;0.78;0.77;0.77;0.69;0.69	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin789.fa	taxid assigned	based on 1605/1798 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.93;0.90;0.75	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin79.fa	taxid assigned	based on 4827/4872 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.91;0.90;0.71;0.71	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin790.fa	taxid assigned	based on 2029/2102 ORFs	1;131567;2;1783272;1798711;1798710;1906119;2137880	1.00;1.00;1.00;0.86;0.83;0.82;0.81;0.80	Bacteria	Candidatus Melainabacteria	NA	Candidatus Gastranaerophilales	NA	NA	Candidatus Gastranaerophilales bacterium
Bin791.fa	taxid assigned	based on 2411/2463 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin792.fa	taxid assigned	based on 489/568 ORFs	1;131567;2;1783272;1239;47928;1263023	1.00;1.00;0.98;0.93;0.88;0.52;0.50	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:449
Bin793.fa	taxid assigned	based on 2490/2533 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.94;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin794.fa	taxid assigned	based on 2680/2735 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.96;0.96;0.95;0.95;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin795.fa	taxid assigned	based on 2499/2540 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.93;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin796.fa	taxid assigned	based on 2441/2671 ORFs	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;0.96;0.95;0.90;0.64;0.64	Bacteria	Firmicutes	Clostridia	NA	NA	NA	Clostridia bacterium
Bin797.fa	taxid assigned	based on 1938/2079 ORFs	1;131567;2;1783272;1239;84086;1879010	1.00;1.00;1.00;0.96;0.95;0.68;0.68	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium
Bin798.fa	taxid assigned	based on 3484/3539 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin799.fa	taxid assigned	based on 2279/2327 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.99;0.99;0.97;0.96;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin8.fa	taxid assigned	based on 2569/2633 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin80.fa	taxid assigned	based on 2838/2936 ORFs	1;131567;2;1783272;1239;186801;186802;216572;2591381;2644575;2763041	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.91;0.89;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. NSJ-60
Bin800.fa	taxid assigned	based on 2676/2708 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.95;0.95;0.93;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin801.fa	taxid assigned	based on 2323/2372 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin802.fa	taxid assigned	based on 2058/2105 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262777	1.00;1.00;1.00;0.99;0.98;0.98;0.97;0.89;0.89;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:167
Bin803.fa	taxid assigned	based on 2751/2821 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin804.fa	taxid assigned	based on 2252/2514 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;0.99;0.88;0.86;0.77;0.73;0.55;0.55	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin805.fa	taxid assigned	based on 1742/1801 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin806.fa	taxid assigned (1/2)	based on 4778/4981 ORFs	1;131567;2;1783272;1239;47928;1263002	1.00;0.98;0.98;0.91;0.89;0.38;0.31	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:124
Bin806.fa	taxid assigned (2/2)	based on 4778/4981 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.91;0.89;0.37;0.35	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin807.fa	taxid assigned	based on 2053/2226 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.94;0.93;0.51	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin808.fa	taxid assigned	based on 2274/2399 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.90;0.89;0.80;0.72;0.46;0.43;0.43	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin809.fa	taxid assigned	based on 2419/2459 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin81.fa	taxid assigned	based on 2504/2525 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.81;0.74	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin810.fa	taxid assigned	based on 3410/3491 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin811.fa	taxid assigned	based on 1802/1831 ORFs	1;131567;2	1.00;0.96;0.96	Bacteria	no support	no support	no support	no support	no support	no support
Bin812.fa	taxid assigned	based on 1496/1639 ORFs	1;131567;2;1783272;544448;31969;2085;2092;2093;167966;1262907	1.00;0.99;0.99;0.94;0.89;0.89;0.89;0.89;0.89;0.89;0.88	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:877
Bin813.fa	taxid assigned	based on 2324/2352 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.92;0.92;0.92;0.92;0.92;0.88;0.87	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin814.fa	taxid assigned	based on 1557/1598 ORFs	1;131567;2;1783272;1239	1.00;0.97;0.97;0.51;0.49	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin815.fa	taxid assigned	based on 1773/1830 ORFs	1;131567;2;1783272	1.00;1.00;1.00;0.98	Bacteria	no support	no support	no support	no support	no support	no support
Bin816.fa	taxid assigned	based on 2387/2417 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79;0.79	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin817.fa	taxid assigned	based on 1822/1864 ORFs	1;131567;2;1783272;1239;186801;186802;216572;459786;2629304	1.00;0.99;0.99;0.99;0.98;0.91;0.90;0.79;0.78;0.49	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	no support
Bin818.fa	taxid assigned	based on 1408/1449 ORFs	1;131567;2;1783272;1239;186801;189325;2721111;2721138*	1.00;1.00;1.00;0.96;0.96;0.93;0.87;0.84;0.84	Bacteria	Firmicutes	Clostridia	NA	NA	Candidatus Neoclostridium	Candidatus Neoclostridium roslinense*
Bin819.fa	taxid assigned	based on 2598/2630 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.99;0.98;0.98;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin82.fa	taxid assigned	based on 4101/4225 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.96;0.96;0.90;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin820.fa	taxid assigned	based on 2488/2513 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin821.fa	taxid assigned	based on 2306/2414 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.90;0.89;0.64	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
